timestamp,tenant_id,session_id,x_enc_data,category,response_node,fail_reason,question_type,total_tokens,response_len,has_data_gap_phrase,has_boilerplate_phrase,short_answer_flag,low_token_for_comprehensive,risk_score,user_input,llm_response_1000
2026-02-16 13:47:03,ibks,a77123e2-ca6d-4963-9ff5-093c2cef3dec,AsJ+lpbfKlroygnwhQuni8+Ip7X8ItDsoDwvx4Ue/mi8vnSbUjLslCszE3jzNGpmp9pKGn0nQtNT0XamKocBtw==,etf_fund,FINAL,,"market,stock",3773.0,51,true,false,1,0,3,코아시아가 포함된 관련 ETF는 뭐가 있나요?,코아시아(045970)가 포함된 관련 ETF 구성 종목 정보는 제공된 데이터 내에 없습니다.
2026-02-17 12:52:14,ibks,4f42d1c0-869e-48f8-8746-cec97fc0ffcb,QCKdQa5CR8rNncbljV+GrTCLZ1Ndwt7E6+76D0o92Hm7W1MxDtqMpq+CD250SuYG077HXQWdu7HRXihAJ6kgSw==,other,FINAL,,market,1926.0,95,true,false,1,0,3,대주주 지분50% 이상,"제공된 데이터 내에 특정 종목의 대주주 지분 50% 이상 보유 여부에 관한 정보가 없습니다.   따라서, 대주주 지분율이 50% 이상인 종목에 대해 답변할 수 없습니다."
2026-02-19 00:40:34,ibks,346173c3-e5a4-443e-ab62-c25e4992e1ec,E67WRglBOALppBrONGUugTgC+l2U2h3Dcx9gjOwY4RaV9RYkIaUqwzhSsU+QHYFdAhCvfCoavuQaanB03FllbQ==,comprehensive_analysis,FINAL,,"market,stock",6861.0,101,true,false,1,0,3,SK텔레콤(017670)를 종합적으로 분석해줘,SK텔레콤(017670)에 대한 제공된 데이터가 없으므로 분석을 제공하기 어렵습니다.   대신 SK(034730)에 대한 데이터는 있습니다. 추가 질문이 있으면 알려주시기 바랍니다.
2026-02-18 04:24:38,ibks,5337c436-6d12-4347-95d7-02414fc55c9d,JF5tK2Nt0hm6HUFMkJBUq2zAiTrQ5dJscennDio2/Xr0wKaHkcmHJ71ypsiI015TxWRS90zuwqu73gy0MZSmmQ==,etf_fund,FINAL,,"market,theme",14138.0,104,true,false,1,0,3,바이오ETF종목알려죠,"바이오 관련 ETF는 제공된 데이터에 포함되어 있지 않습니다.  현재 제공된 데이터에는 바이오섹터 ETF 목록이 포함되어 있지 않으므로, 바이오 ETF 종목 정보는 제공할 수 없습니다."
2026-02-16 04:22:00,ibks,c4cd302c-1faf-4789-bb4a-374b6942ac8f,jXuJqRpDfBY412hSu0s5Tg6X0WeWvDC+JQyLJTCgmtJWn7Kub/uKRMiOS7xaVLcWhMp3cmavPVvIstMZ29FzDA==,trading,FINAL,,"market,stock",4138.0,111,true,false,1,0,3,최근 재영솔루텍 외국인 매수 추이는 어때요?,재영솔루텍(종목코드: 049630)의 외국인 매수 추이에 관한 구체적인 데이터는 제공된 자료에 포함되어 있지 않습니다.  따라서 최근 외국인 매수 추이를 판단할 수 있는 근거가 없음을 알려드립니다.
2026-02-16 04:49:50,ibks,284e1a47-2fb3-47d0-8c6e-f206a8f974ca,us9wsVxSWx+6zR8fNSarJz4jX+5sw3jsdUbktbQfdOBfuWEhaBc9AMVyetHo2scwqQ2sADEQXcJHsqzYc6//Gg==,simple_name,FINAL,,"market,stock",4596.0,118,true,false,1,0,3,퓨리오지분,현재 제공된 데이터 내에서는 엑스페릭스(317770)의 퓨리오지분 관련 정보가 포함되어 있지 않습니다.  관련 구체적인 지분 보유 현황이나 퓨리오와의 관계에 대해서는 별도의 공시나 추가 자료 확인이 필요합니다.
2026-02-16 04:21:43,ibks,c4cd302c-1faf-4789-bb4a-374b6942ac8f,jXuJqRpDfBY412hSu0s5Tg6X0WeWvDC+JQyLJTCgmtJWn7Kub/uKRMiOS7xaVLcWhMp3cmavPVvIstMZ29FzDA==,trading,FINAL,,"market,stock",7110.0,118,true,false,1,0,3,외국인 매수 상황,재영솔루텍(종목코드: 049630)의 외국인 매수 상황에 관한 별도의 데이터는 제공된 정보 내에 포함되어 있지 않습니다. 따라서 외국인 투자자의 매수·매도 동향에 대해서는 구체적인 내용을 전달드리기 어렵습니다.
2026-02-19 09:02:24,ibks,7a81e9ab-079e-4710-96d3-c0fc677f898e,nECPgpo9ruopSC3IDU83uNBlAOW+zWvLQN3Jlc/IMauzxU32sH3u045BZVsGFA+C4KhTrSEINe5QeFuDcroEOA==,analyst,FINAL,,"market,stock",3365.0,119,true,false,1,0,3,Snt에너지목표주가,"SNT에너지(종목코드: 100840)의 목표주가에 관한 데이터는 제공된 자료 내에 없습니다.  제공된 정보에는 애널리스트 목표주가 데이터가 포함되어 있지 않으므로, 목표주가 관련 구체적인 수치는 확인 불가합니다."
2026-02-19 07:05:38,ibks,15cb362c-98d2-45b6-bfb7-99cbf8e73051,ex6zF5tTYFvnYyg2+FYtXtDGUsiDw95ZjKLtMi98eYQqesWrsg6X7j+0AizSbyjtlP8M+yXGFfGetiZCPHVrPw==,financial,FINAL,,"market,stock",3549.0,126,true,false,1,0,3,대림바스 최근 배당락일은 언제였나요?,"대림바스(005750)의 최근 배당락일에 관한 정보는 제공된 데이터 내에 포함되어 있지 않습니다.   배당락일은 회사의 공식 공시나 한국거래소(KRX) 공시에서 확인하실 수 있으니, 해당 자료를 참고하시는 것을 권장드립니다."
2026-02-14 00:09:21,ibks,51479f23-972f-436f-a687-94042dfa8d27,C96rwcoG7f5k98UUA2GzCaW9fjlMK6AaYNSyYecRNPSws63g1mxsBMbBm5maP3raRL3v26d9ts68n6KBfS87Jg==,etf_fund,FINAL,,"etf,market",3152.0,128,true,false,1,0,3,SOL코리아고배당 ETF 구성 종목 정보가 궁금해요.,SOL코리아고배당 (종목코드: 0105E0) ETF의 구성 종목 정보는 제공된 데이터 내에 아직 포함되어 있지 않아 확인할 수 없습니다.  따라서 해당 ETF의 구성 종목을 표기된 형태로 제공드리기 어려운 점 참고 부탁드립니다.
2026-02-13 20:41:46,ibks,4407b008-11b4-446b-ab24-14587c2fd1dc,LzPU9ikrJHUVuNr0y7FAsiAXx2MRyv1QkKjzhukgBhn4VgT+0ZZQZbQ4CXFya6syBsV4my09h/TS48wEGZpk8w==,analyst,FINAL,,"market,stock",4092.0,131,true,false,1,0,3,에코프로 목표주가,"에코프로(086520)의 목표주가에 관한 데이터는 제공된 자료 내에 포함되어 있지 않습니다.  즉, 현재 보유한 정보에는 에코프로의 목표주가 또는 애널리스트들의 목표주가 평가가 존재하지 않으므로 해당 내용을 안내해 드릴 수 없습니다."
2026-02-19 16:42:16,ibks,6b54475b-5211-4f8e-b6bf-449f40cd74ae,fRUNIfNntnvGZ25ioKXGHzT/owLZ4nkZHknJ+SxkKNAS1O8LUpxzkGjvisou/r96g/asqjMkWqDsFFaRYjdFOg==,analyst,FINAL,,"market,stock",2590.0,134,true,false,1,0,3,이노테크 목표주가,"이노테크(469610)의 목표주가에 대한 데이터는 제공된 자료 내에 포함되어 있지 않습니다.   따라서 목표주가 관련 정보는 제공할 수 없으며, 추가적인 목표주가 산출이나 전망 자료 없이 객관적이고 검증된 데이터 중심의 분석만 가능합니다."
2026-02-19 16:24:56,ibks,479357d6-97ba-40d5-b493-3e3df6c6b0c7,IC4JYUZbMueIejuc1Qcb1CMOKoAzWz7B1qx4xI+u9hSlKjG6bG8IL4zCRPNpm7Bb0VL+PIbtMd5cX8Eyl4FKnw==,financial,FINAL,,market,36133.0,134,true,false,1,0,3,영업이익 높은 주식알려줘,제공된 데이터 내에는 영업이익(Operating Profit) 관련 정보가 포함되어 있지 않습니다. 따라서 영업이익이 높은 주식에 대해서는 답변이 어렵습니다.  필요하시면 다른 투자 지표나 조건에 맞는 종목 정보를 요청해 주시기 바랍니다.
2026-02-17 08:30:45,ibks,4acbeaf4-9a4d-4b35-9719-f1544896a01e,Wn2YLcM5CVsLdREJ6SM4jpbK98DKX5MwTzKsfrnwn7FrzQ8OYkvMPr4G4uK2SB1TnMNyPl9eWWV/bemft8ADSg==,analyst,FINAL,,"market,stock",2545.0,140,true,false,1,0,3,GST목표주가?,"제공된 데이터 내에는 GST(종목코드 083450)의 목표주가 정보가 포함되어 있지 않습니다.  목표주가 관련 구체적인 수치나 근거가 공개된 자료가 있을 경우 추가로 안내할 수 있으나, 현재 보유한 데이터 범위에서는 해당 정보를 제공할 수 없습니다."
2026-02-19 16:25:11,ibks,479357d6-97ba-40d5-b493-3e3df6c6b0c7,IC4JYUZbMueIejuc1Qcb1CMOKoAzWz7B1qx4xI+u9hSlKjG6bG8IL4zCRPNpm7Bb0VL+PIbtMd5cX8Eyl4FKnw==,financial,FINAL,,market,36252.0,155,true,false,1,0,3,최근 영업이익 증가율 높은 종목은 뭐가 있나요?,제공된 데이터 내에는 최근 영업이익 증가율에 관한 정보가 포함되어 있지 않습니다. 따라서 해당 지표를 기반으로 한 종목별 영업이익 증가율 현황이나 추천은 제공이 어렵습니다.  다른 재무 지표나 투자 관련 데이터가 있으면 말씀해 주시면 해당 내용을 바탕으로 안내해 드리겠습니다.
2026-02-19 11:59:45,ibks,340c8231-df51-401e-91a8-845db7fde11d,EL9fG1iwDzv2zfcffYBAp2Sr7UxzEjC1Wne5dVPkUmgVgsRQAe6Av7dnJe95u5RT95Q+9tmiNELiRa9LqlTVGQ==,simple_name,FINAL,,"market,stock",2304.0,160,true,false,1,0,3,에너토크목표가,"**사용자 질문에 대한 직접적 답변**   - 에너토크(종목코드 019990, KOSDAQ)의 목표주가 정보는 현재 제공된 데이터 내에 없습니다.   - 관련된 애널리스트 리포트나 공식 발표가 없으므로, 목표주가 확인을 위해서는 향후 공식 자료나 증권사 리포트를 참고할 필요가 있습니다."
2026-02-18 09:26:14,ibks,b7f4c940-48ec-4143-b6d6-0b689db18f60,x9tkekPEIJhHIawzD3JkPyMYOxsEbIIAjNWMBkhGetsdyeFQcsKEZywY6FMbuvM3lptR+PuRvMTl6J/nlDHFAw==,financial,FINAL,,"etf,market",3885.0,162,true,false,1,0,3,최근배당률,"**KODEX미국배당다우존스타겟커버드콜(종목코드 483290)의 최근 배당률** - 제공된 데이터 내에는 해당 ETF의 최근 배당률에 관한 정보가 포함되어 있지 않습니다. 따라서, 추가적인 배당률 정보는 ETF 운용사 공시 또는 증권사 홈페이지 등 공식 자료를 참고하실 필요가 있습니다."
2026-02-19 11:26:06,ibks,5f7666e4-962d-4f88-be96-32812e179834,L8NjWS5mr1t+jbkzL7F+zFcjyF4wQzpZ/DjSWODgIIDqq7upV+4T+hBMObBmOArpx3MhsoxxImSHFlfvEI6m4g==,other,FINAL,,"market,stock",2495.0,167,true,false,1,0,3,금양 거래 중단 사유에 대해 알 수 있을까요?,"**금양(001570) 거래 중단 사유에 대한 답변** 제공된 데이터 내에는 금양의 거래 중단 사유에 관한 구체적인 정보가 포함되어 있지 않습니다. 다만, 금양은 현재 거래가 중단된 상태임이 명확히 확인됩니다.   추가적인 거래 중단 사유는 관련 공시나 감독기관의 발표 자료를 참조하셔야 합니다."
2026-02-18 09:32:03,ibks,f289a0f9-ff02-4767-ba8e-7eac1da7f466,vEYYxnOW0YgDHYgKgJUwgsw+q1SqnJKqJCUPIAN3aAaHz0fq3saiOtYHGmlq8WcOfcvQoIaOIYR+GltBddygfw==,simple_name,FINAL,,"etf,market",3538.0,171,true,false,1,0,3,분배율,**KODEX 미국AI테크TOP10타겟커버드콜 (종목코드: 483280) 분배율 정보** - 제공된 데이터에는 KODEX 미국AI테크TOP10타겟커버드콜(483280)의 분배율(배당수익률 또는 분배금 비율) 관련 정보가 포함되어 있지 않습니다. 따라서 분배율에 관한 구체적인 수치는 제공할 수 없습니다.
2026-02-14 09:19:57,ibks,9980d135-0505-4a7f-88c4-bcc8ea7f2b43,MIj8E8RuzYt2aa1IGlZkEUIBe9bqbzqhAZMIE4Bb6XYGcCBaQnkFEaJRdS49XxkFi3HrjNCj8l00LUFfuT3PUA==,forecast,FINAL,,"market,stock",1847.0,200,true,false,1,0,3,퓨쳐켐 주가전망,"**사용자 질문에 대한 직접적 답변** - 요청하신 220100(퓨쳐켐)의 주가 전망 관련 데이터는 제공된 정보 내에 없습니다.   - 별도의 애널리스트 보고서, 뉴스, 실적 데이터 등이 제공되지 않아 주가 전망에 대해 사실 기반으로 답변드리기 어렵습니다.   퓨쳐켐(220100, KOSDAQ)의 구체적인 주가 전망에 관한 근거 자료가 추가로 필요합니다."
2026-02-19 04:42:59,ibks,b741f31f-597a-4c96-8ff8-bc564e23b09a,5jhNX4qLjUEMXb1orPgMXE7MAQ3wxKmGFNWDg02Ini/fvUuDIZFGU/2pqBflYBgpgS+rKnZz9JlYLmrugXwGgQ==,analyst,FINAL,,"market,stock",3576.0,201,true,false,1,0,3,대한전선 애널리스트 목표주가 현황은요?,**대한전선(001440) 애널리스트 목표주가 현황** - 제공된 데이터에 따르면 대한전선에 대한 애널리스트 목표주가 정보는 확인되지 않습니다.   - EPS 추정치와 일부 애널리스트 평가(매수/매도 의견 등)도 별도로 제공되지 않았습니다.   따라서 현재까지 수집된 자료 내에서는 대한전선의 애널리스트 목표주가 현황에 대한 구체적 수치나 정보가 없습니다.
2026-02-18 23:38:48,ibks,d80f5e64-7835-4f6a-897d-86642298e70c,GLE5cIC5M22yzVcuRYJ9FxedbDsU5YyBYhAs3cZlh6a4NJOFmZu8rf4HGPoCMAFIxoOEWiHqgFyzzolU+QdBQg==,stock_price,FINAL,,"market,stock",4437.0,202,true,false,1,0,3,매각 후 이브이첨단소재 주가 반응은 어땠나요?,"**매각 후 이브이첨단소재(131400) 주가 반응**   - 2026년 1월 19일 자회사 에쓰씨엔지니어링 경영권 매각 소식 발표 후, 이브이첨단소재 주가는 약 13%대 상승하는 반응을 보였습니다.   - 이는 투자자들이 재무 건전성 강화 계획에 긍정적으로 반응한 결과로 해석됩니다.   ※ 구체적인 일별 시세 수치는 제공된 데이터에 포함되어 있지 않습니다."
2026-02-19 01:48:15,ibks,912f1bfd-f9b7-4ba5-a163-301919d276f4,FbYDglHi+GSLbKCwAYNzkkQPo7hZz8efwCmtoJsd4q/NPtkH6wRmSn9aCG0DqyGsU/uj6HYDZV1xLJNYZW99JQ==,analyst,FINAL,,"market,stock",4949.0,207,true,false,1,0,3,목표주가,"**에코프로(086520) 목표주가 현황** - 제공된 데이터 내에는 에코프로의 목표주가(Price Target) 관련 정보가 포함되어 있지 않습니다. - 따라서 목표주가에 관한 구체적인 수치나 애널리스트별 목표주가 업데이트 내용은 확인할 수 없습니다. 목표주가 관련 정보가 필요할 경우, 별도의 증권사 리포트나 공식 애널리스트 발표 자료를 참고하는 것이 필요합니다."
2026-02-19 07:05:25,ibks,15cb362c-98d2-45b6-bfb7-99cbf8e73051,ex6zF5tTYFvnYyg2+FYtXtDGUsiDw95ZjKLtMi98eYQqesWrsg6X7j+0AizSbyjtlP8M+yXGFfGetiZCPHVrPw==,financial,FINAL,,"market,stock",3602.0,220,true,false,1,0,3,배당락 날짜,"**배당락 날짜에 대한 직접적 답변**   제공된 데이터 내에는 대림바스(005750)의 구체적인 배당락 날짜 정보가 포함되어 있지 않습니다.   배당락일은 통상적으로 회사 공시나 증권거래소 공지를 통해 확인할 수 있으므로, 해당 날짜가 필요할 경우 한국거래소(KRX) 공시 또는 회사의 IR 자료를 참고하는 것이 적합합니다.   필요시 추가적인 공식 공시 정보를 검토하실 것을 권고드립니다."
2026-02-15 23:20:40,ibks,7eb8da03-e128-419d-9aec-c5a202ace640,iV6EAvhSsEXzLez7N23wwn0IvxbokCdOxOezKVYWW0kSzm20yVKTQnmRKBXabY3otRf+XY1UIlAFs9zTwMyLcQ==,comparison,FINAL,,"market,stock",4076.0,258,true,false,1,0,3,파인텍과 비슷한 코스닥 종목 주가 비교할 수 있을까요?,"**파인텍(131760)과 비슷한 코스닥 종목 주가 비교 관련 안내** - 제공된 데이터는 파인텍(131760)의 주가 및 거래량 데이터만 포함하고 있으며, 동종 또는 유사 코스닥 종목의 주가 데이터는 별도로 제공되지 않았습니다. - 따라서 동일 기준 시점과 형태로 파인텍과 유사한 코스닥 종목의 주가를 비교하는 정보는 현재 제공된 자료 내에는 없습니다. 필요시, 관련 코스닥 종목들의 개별 주가 데이터를 추가로 확보할 경우 구체적인 비교 분석이 가능합니다."
2026-02-19 12:15:16,ibks,b4811c58-f2ad-4152-ad19-914dc79883dc,721fS3L/Hkm9y/KgyreehK3VKYKcm9YM8F91KQWl01UXQHMqtVXh87n9JX4tO2SV878ua59QuabQe1BJ5E+fsA==,financial,FINAL,,"market,stock",3825.0,279,true,false,1,0,3,기아26년실적,"**기아(종목코드 000270)의 2026년 실적 관련 데이터** 현재 제공된 데이터 내에는 2026년의 구체적인 재무 지표나 실적 데이터가 포함되어 있지 않습니다. 따라서 2026년 실적 수치를 직접 제공하기는 어렵습니다. 다만, 2023년부터 2025년까지의 실적 추이를 참고하면 매출은 꾸준히 증가하는 반면, 2025년에는 영업이익과 순이익, EPS가 다소 감소하는 모습을 보이고 있습니다. 2026년 실적에 대한 공식 발표나 추가 자료가 공개되는 시점에 더 정확한 분석이 가능할 것입니다."
2026-02-19 01:47:43,ibks,912f1bfd-f9b7-4ba5-a163-301919d276f4,FbYDglHi+GSLbKCwAYNzkkQPo7hZz8efwCmtoJsd4q/NPtkH6wRmSn9aCG0DqyGsU/uj6HYDZV1xLJNYZW99JQ==,analyst,FINAL,,"market,stock",4835.0,290,true,false,1,0,3,최근 에코프로 애널리스트 의견 변화가 있나요?,"**에코프로(086520) 최근 애널리스트 의견 변화** - 제공된 데이터 내에 에코프로에 대한 최근 애널리스트 의견이나 등급 변화, 목표주가 업데이트 등의 정보는 포함되어 있지 않습니다. - 2026년 1월 말 기준 EPS 추정치 자료만 존재하며, 이 수치는 일관되게 2,183.80 KRW (연간)로 유지되고 있어, 애널리스트 사이에서 추정치에 큰 변동이 없음을 시사합니다. - 분석가들의 평가나 투자 의견 업데이트는 별도로 제공된 바 없으므로, 최근 애널리스트 의견 변화에 관한 구체적 정보는 제공이 어렵습니다."
2026-02-19 04:42:48,ibks,b741f31f-597a-4c96-8ff8-bc564e23b09a,5jhNX4qLjUEMXb1orPgMXE7MAQ3wxKmGFNWDg02Ini/fvUuDIZFGU/2pqBflYBgpgS+rKnZz9JlYLmrugXwGgQ==,analyst,FINAL,,"market,stock",4420.0,318,true,false,1,0,3,대한전선 EPS 전망과 애널리스트 의견은 어떻게 되나요?,"**대한전선(001440) EPS 전망 및 애널리스트 의견** - 2026년 연간 EPS 추정치는 700.6원에서 803.0원 사이이며, 평균치는 약 723.0원으로 제시되고 있습니다 (2026년 1월 말 기준). 이는 2025년 실제 EPS 374원 대비 크게 상승할 것으로 예상되는 수치입니다.   - 애널리스트 평가는 EPS 추정치 외 별도의 등급이나 매수/매도 의견 데이터는 제공되지 않았습니다.   즉, 2026년 대한전선의 EPS는 2025년 대비 개선될 전망이지만, 구체적인 애널리스트 리포트의 평가나 추천 의견은 현재 데이터에 포함되어 있지 않습니다."
2026-02-19 22:34:54,ibks,97319ce5-62b7-425b-bd08-ac92f9f7bcc5,47KSljbItBuS6ZZ6DIfFm78zagnZ3oU6e59nlk2zUzTvzVPHAh49p5RVMkPhF7fjM6rFsuEOCX3fY12dUeV5hQ==,financial,FINAL,,"market,stock",2704.0,339,true,false,1,0,3,엘앤에프 4분기 실적 호조 이유가 궁금해요.,"**엘앤에프 4분기 실적 호조 이유** - 2025년 4분기 엘앤에프는 영업이익 824억 원을 기록하며 전년 동기 대비 흑자 전환에 성공했습니다. - 해당 호조의 구체적 원인 데이터는 제공되지 않았으나, 일반적으로 실적 개선은 매출 증가, 원가 절감, 비용 효율화 등의 요인에서 기인할 수 있습니다. - 앞서 2025년 연간 실적에서 적자 기조가 지속되었음에도 4분기에서 흑자 전환이 확인된 점으로 미뤄볼 때, 계절적 수요 증가나 주요 사업 부문의 수익성 강화, 혹은 원가구조 개선에 따른 영향이 있었을 가능성이 높습니다. ※ 추가적인 상세 배경이나 구체 수치는 제공된 데이터에 포함되어 있지 않습니다."
2026-02-16 14:39:34,ibks,bdbd3f36-03b8-4cb3-95e3-503297779756,vuMkMTvP61zWcFV5VvWoU/MyIqVX/Vsm2XwblkXbGDG/t1Qo5luC2Boe+CWIL9uf14qQMsqfNWGiz2bvYCk4eg==,analyst,FINAL,,"market,stock",4422.0,349,true,false,1,0,3,에스피지 EPS 전망과 애널리스트 의견은 어때요?,"**에스피지(058610) EPS 전망 및 애널리스트 의견** - 2026년 에스피지의 연간 EPS(주당순이익) 추정치는 1,728원으로, 2025년 EPS 674원 대비 크게 상승할 것으로 예상됩니다(2026-01-31 기준).   - 분기별 EPS 추정치는 제공된 데이터 내에는 없으며, 연간 EPS만 동일하게 1,728원으로 유지되고 있습니다.   - 애널리스트들의 평가는 제공된 데이터에 따르면 별도의 등급이나 목표주가 제시는 없으며, EPS 예측만 반복적으로 제시되고 있습니다.   따라서 에스피지의 EPS는 2026년에 크게 상승할 것으로 전망되나, 애널리스트 의견이나 목표주가는 구체적으로 확인되지 않습니다."
2026-02-19 08:34:26,ibks,d537568a-c086-4119-bd48-961fb23ae272,xq9H489SXrc7TH6J90wK53zMwbffQDQugMZrZKalQ0LAOdvA8P9Ey+7xBgmh6p8OvuuJuhV4nnUv9seDrbhh2A==,analyst,FINAL,,"market,stock",4992.0,448,true,false,1,0,3,대한해운 EPS 전망과 애널리스트 의견은 어때요?,"**대한해운(005880) EPS 전망 및 애널리스트 의견** - 대한해운의 EPS(주당순이익) 추정치는 2026년 연간 기준으로 평균 약 822원, 최저 792원에서 최고 857원 구간에 형성되어 있습니다. 분기별로 보면 2026년 1분기 EPS는 평균 164원, 최저 97원에서 최고 281원 사이로 예상됩니다. (2026-01-31 기준) - 애널리스트 평가 데이터는 별도로 수집되지 않아 구체적인 등급이나 의견은 제공되지 않고 있습니다. - 과거 실적으로는 2023년 214원, 2024년 507원, 2025년 601원으로 꾸준한 EPS 성장세가 관찰되며, 2026년에도 이 추세가 이어질 가능성이 있습니다. 요약하면, 대한해운은 최근 EPS가 꾸준히 상승해왔으며, 2026년에도 긍정적인 이익 성장 전망이 제시되고 있으나, 개별 애널리스트 의견 데이터는 아직 제공되지 않은 상태입니다."
2026-02-15 23:15:18,ibks,7380e10e-4e37-4e45-82bc-73a47dfa4bbe,eysdQ5xwctXRvWq1t8eedhasy8Xf4/BlXdfCOsfMyXGloyg/Ksx8D7yudYERspf3rnzFSLEqN2n4CVldyG9xGA==,comparison,FINAL,,"market,stock",6732.0,467,true,false,1,0,3,OLED 시장 내 파인텍 경쟁사와 비교는 어떻게 되나요?,"**파인텍(131760) OLED 시장 내 경쟁사 비교** --- 현재 제공된 데이터 내에는 파인텍과 직접적으로 경쟁하는 OLED 제조장비 시장 내 타 기업과의 비교 정보는 포함되어 있지 않습니다. 따라서 경쟁사별 시장 점유율, 재무 성과, 기술력 등의 상세 비교는 제공할 수 없습니다. 다만, 파인텍은 삼성디스플레이 베트남과 150억 원 규모 OLED 제조장비 공급 계약을 체결하는 등, 삼성과 LG디스플레이의 8세대 IT용 OLED 투자 확대에 맞춰 수주 확대와 매출 성장이 기대되는 주요 플레이어로 나타나고 있습니다. 이 점을 고려할 때: - OLED 제조장비 분야는 삼성디스플레이, LG디스플레이 등 대형 고객사들의 대규모 투자 확대에 따라 경쟁이 치열할 수 있으나, - 파인텍은 대형 수주와 기술적 협업을 통해 해당 시장에서 의미 있는 입지를 확보하고 있습니다. 경쟁사별 구체적 비교는 추가적인 데이터가 필요합니다."
2026-02-19 02:01:17,ibks,ac7a6785-da75-40cb-9bc3-efa8fe44dea8,wKCC4Zj3AhRO7T2CZTwf6B7fHit6ZA4tBHFKoSpSzSm/CG8mRrhCY4Fh1/EvrR90wfTxvhDLjM12XrvDl8RQhw==,forecast,FINAL,,"market,stock",3894.0,468,true,false,1,0,3,오늘예상가,"한미반도체(042700)의 오늘 예상 주가(예상가)는 제공된 데이터에 포함되어 있지 않습니다. 다만, 2026년 1월 말 기준 EPS 추정치는 다음과 같이 확인됩니다. | 구분           | 기간   | EPS 하단    | EPS 상단     | EPS 평균      | 단위  | |---------------|--------|-------------|--------------|--------------|--------| | 예상 EPS      | 연간   | 3,072.53    | 7,107.78     | 5,506.04     | KRW    | | 예상 EPS      | 분기   | 1,114.97    | 1,794.76     | 1,457.92     | KRW    | 이 EPS 추정치를 참고해 투자 판단에 참고할 수 있으나, 구체적인 오늘의 예상 주가 정보는 제공된 자료에 존재하지 않습니다."
2026-02-16 13:46:11,ibks,a77123e2-ca6d-4963-9ff5-093c2cef3dec,AsJ+lpbfKlroygnwhQuni8+Ip7X8ItDsoDwvx4Ue/mi8vnSbUjLslCszE3jzNGpmp9pKGn0nQtNT0XamKocBtw==,news,FINAL,,"market,stock",4711.0,486,true,false,1,0,3,코아시아 AI 칩렛 계약 관련 뉴스 더 있나요?,"**코아시아(045970) AI 칩렛 계약 관련 추가 뉴스** 제공된 자료 내에서는 2026년 1월 7일 텐스토렌트와 체결한 AI 칩렛 양산 계약에 관한 상세 보도가 주로 확인됩니다. 이 외에 AI 칩렛과 직접 관련된 별도 계약이나 추가 뉴스는 포함되어 있지 않습니다. 다만, 이전 뉴스들을 종합하면 코아시아는 반도체 칩렛 아키텍처 ‘CoCs’ 공개(2025-10-22), Arm 토털 디자인 생태계 합류(2025-10-16) 등 AI 및 반도체 칩렛 기술 분야에서 생태계 확장과 기술협력을 지속 중임을 알 수 있습니다. (전자신문, 2025-10-22 [링크](https://www.etnews.com/20251022000345), 2025-10-16 [링크](https://www.etnews.com/20251016000228)) 정리하면, 텐스토렌트와 AI 칩렛 양산 계약 외에는 현재 제공된 데이터 범위 내에서 별도의 추가 AI 칩렛 계약 뉴스는 없습니다."
