timestamp,tenant_id,session_id,x_enc_data,response_node,fail_reason,question_type,category,total_tokens,user_input,llm_response_1000
2026-02-19 23:34:07,ibks,6cccb82b-046f-4885-91e4-cb61b5f64536,8db2yuBfH76HqKUdJzaRhq3lddPaKFVZrixONWTxUDp0jS2uL/M78MadcP0eRCTtcIC7fU+emLfj1zAYcaiXsA==,UNSUPPORTED,,"market,stock",analyst,970.0,한화투자증권목표주가,"죄송합니다. 저는 금융 및 투자 정보 제공을 위한 금융 전문 챗봇으로, 요청하신 질문에는 답변을 드리기 어렵습니다. 종목명이나 시장 상황 등 다른 금융 관련 질문이 있으시면 말씀해 주세요."
2026-02-19 23:26:39,ibks,3a3c1396-a19b-4508-a4ba-dcb9fac32b3a,LkELMrKZqVxH7Ltj7WAfhmH6lGymiUlpxUSDD5NfhDgPOwRPf+8mANx4tpARw0UKHerhAy6A4Jxe+4pOqSi3LQ==,SAFETY,,"market,stock",trading,0.0,매도가는??,"죄송합니다. 저는 법률 및 내부 규정에 따라 특정 종목을 추천하거나 개인적인 투자 자문을 제공할 수 없습니다. 저의 역할은 객관적인 사실과 데이터를 기반으로 정보를 제공하여 투자자님의 현명한 판단을 돕는 것입니다. 특정 기업의 재무 정보, 최신 뉴스, 공시 등 궁금한 점이 있으시면 종목명을 말씀해 주세요."
2026-02-19 23:26:18,ibks,3a3c1396-a19b-4508-a4ba-dcb9fac32b3a,LkELMrKZqVxH7Ltj7WAfhmH6lGymiUlpxUSDD5NfhDgPOwRPf+8mANx4tpARw0UKHerhAy6A4Jxe+4pOqSi3LQ==,UNSUPPORTED,,market,other,2201.0,아이로보틱스 인수한 에이아이로보틱스는 어떤 회사인가요?,"죄송합니다. 저는 금융 및 투자 정보 제공을 위한 금융 전문 챗봇으로, 요청하신 질문에는 답변을 드리기 어렵습니다. 종목명이나 시장 상황 등 다른 금융 관련 질문이 있으시면 말씀해 주세요."
2026-02-19 23:13:31,ibks,202a663e-c231-42dd-8a24-e24877241804,q0C05g0s5LOLlVE65L20V9TdrZEVNF4/prPCPNkCxdElWH+lvBldEYZIs4mGexE/YE4i/EHPwL+6VvLyOMeomQ==,UNSUPPORTED,,market,etf_fund,2131.0,ETF주도주,"질문의 범위가 너무 넓어 명확한 답변을 드리기 어렵습니다. 조금 더 구체적으로 질문해 주시겠어요? 예를 들어, '삼성전자의 최근 3년간 매출 실적'과 같이 구체적인 기업명과 원하는 정보를 포함하여 질문해 주시면 더 정확한 답변을 드릴 수 있습니다."
2026-02-19 22:51:01,ibks,9ad64d96-4b01-4404-9f46-9503d432e39d,S7yk4nFtHvzTH5vXTql7k2ZBLLJ7uTyW35jiJ1Bas9985tZ9CPn+pspRKdvldDtNrSL4tr3aoLioCSOXXPJQyA==,AMBIGUOUS,,"market,stock",simple_name,543.0,Lk삼양,"- LK삼양(225190) - KOSDAQ 상장, 현재 거래 중인 종목입니다."
2026-02-19 22:18:00,ibks,5be5fe2c-97bb-4ff0-940e-f480d9775c40,Xnrsv1xeXdPxEHjpYAniqsTtEwXycao4GG8xCag4R8Ee/Wul6aNxcS9d6jDMqR2Cl1Q6L7zgbNnixE81yeYXZQ==,UNSUPPORTED,,market,simple_name,968.0,프리마켓거래하는법,"죄송합니다. 저는 금융 및 투자 정보 제공을 위한 금융 전문 챗봇으로, 요청하신 질문에는 답변을 드리기 어렵습니다. 종목명이나 시장 상황 등 다른 금융 관련 질문이 있으시면 말씀해 주세요."
2026-02-19 22:09:38,ibks,411b3c2c-6ce1-4abf-bed3-56ac0ed3983b,ygIR9VBh4+arCutCgQKDgMfHF7l4T5fso9YZ+Cmz97PIPdTvCmujgsjcLuePchR9IYKRHO7duMU7+kmGm8V9zg==,UNSUPPORTED,,market,financial,1110.0,유리기판 관련 저PER 종목 중 눈에 띄는 곳 있나요?,"죄송합니다. 저는 금융 및 투자 정보 제공을 위한 금융 전문 챗봇으로, 요청하신 질문에는 답변을 드리기 어렵습니다. 종목명이나 시장 상황 등 다른 금융 관련 질문이 있으시면 말씀해 주세요."
2026-02-19 21:50:02,ibks,a28457ad-5668-4420-86e6-9e17df649369,3uq+Rq0cWX6pINhXcAFqPvqYVzgG4i2NWBaZkeY2qr2tNtPuYrxqZ5bwiJVPUfTBRG8dADCuTlGRbJHnKiazEg==,UNSUPPORTED,,"market,stock",comprehensive_analysis,2044.0,기술적으로 분석해줘,"질문의 범위가 너무 넓어 명확한 답변을 드리기 어렵습니다. 조금 더 구체적으로 질문해 주시겠어요? 예를 들어, '삼성전자의 최근 3년간 매출 실적'과 같이 구체적인 기업명과 원하는 정보를 포함하여 질문해 주시면 더 정확한 답변을 드릴 수 있습니다."
2026-02-19 18:38:29,ibks,14738c47-d7ae-464d-84a7-07791502d77a,Bi178w/v6Fv3VZKJ+mC8PwsTn239UHIX4G4aWEqCUQ/jsDPVNrx5CvOJo0PobueInEIk55pgHV2uhuxd15kmJA==,AMBIGUOUS,,"etf,market",comprehensive_analysis,755.0,TIGER 미국S 종합적으로 분석해줘,- TIGER 미국S&P500선물(H) (143850) - TIGER 미국S&P500배당귀족 (429000) - TIGER 미국S&P500레버리지(합성 H) (225040) - TIGER 미국S&P500타겟데일리커버드콜 (482730) - TIGER 미국S&P500 (360750)
2026-02-19 17:10:31,ibks,fa4c335d-a747-46d6-8167-eafaeee7b176,DRXNbiUZuZr7MDU2WWtuZ3+UVW+l8P6E1i0yB6SOHVXscDa9AjBYmLJIaKZvrizr4tWa7ZRSVHrsc98KHKIDlQ==,UNSUPPORTED,,market,trading,969.0,주식매도금 담보대출,"죄송합니다. 저는 금융 및 투자 정보 제공을 위한 금융 전문 챗봇으로, 요청하신 질문에는 답변을 드리기 어렵습니다. 종목명이나 시장 상황 등 다른 금융 관련 질문이 있으시면 말씀해 주세요."
2026-02-19 17:09:52,ibks,4c95d39a-6eed-4386-9bb0-91d679303906,FTCy0tLhAVTYxdwCmj4NbswJuHviI5B6aRRKk8KedXJ+9kaV5FOA7uuwMCQcFO/xBEQ7FJVjXe6eL8rg1rgi/g==,UNSUPPORTED,,market,simple_name,1048.0,대출,"질문의 범위가 너무 넓어 명확한 답변을 드리기 어렵습니다. 조금 더 구체적으로 질문해 주시겠어요? 예를 들어, '삼성전자의 최근 3년간 매출 실적'과 같이 구체적인 기업명과 원하는 정보를 포함하여 질문해 주시면 더 정확한 답변을 드릴 수 있습니다."
2026-02-19 17:09:32,ibks,4c95d39a-6eed-4386-9bb0-91d679303906,FTCy0tLhAVTYxdwCmj4NbswJuHviI5B6aRRKk8KedXJ+9kaV5FOA7uuwMCQcFO/xBEQ7FJVjXe6eL8rg1rgi/g==,UNSUPPORTED,,market,other,940.0,온라인업무가종료되었습니다,죄송합니다. 입력하신 내용을 정확히 이해하지 못했습니다. 확인 후 다시 질문해 주시겠어요?
2026-02-19 14:03:47,ibks,c3ff1ae9-b019-4ad0-a3eb-f4292b907e5a,fVrz5tThWrcczkQ61/Ryyklj6g+IL+6lpMBfSV/nV/ophg8a5oyCG055X6kWAJ39VWVd8CcTB0N5qUAjZCt5Dg==,AMBIGUOUS,,"market,stock",simple_name,635.0,은테크,- 은테크(해당 종목 없음): 현재 제공된 데이터 내에 '은테크'라는 종목은 없습니다.   - 비슷한 이름의 종목이 필요하면 추가로 알려주세요.
2026-02-19 13:42:11,ibks,1632deb3-7e23-4f38-9ab4-fd2b3e2fbbd7,LhXfulJ1uE5+NfVUw+BhMzt45+LD91r4JBzDb7YkNzFh9MBfQP27Brr5NFc2bKIk2iMJugsMwMh5EzGrgGiTZA==,ETN,,"etf,market",comprehensive_analysis,520.0,KODEX 200선물인버스2X(252670)를 종합적으로 분석해줘,"KODEX 200선물인버스2X(252670)는 인버스 및 레버리지 ETN 상품으로, 본 시스템에서는 가격, 뉴스, 재무 데이터 조회 및 종합 분석이 지원되지 않습니다. 대신 동일한 투자 테마를 가진 ETF나 관련 개별 주식 정보를 안내해 드릴 수 있습니다. 원하시면 KODEX 200 관련 ETF나 주요 대형주, 또는 시장 동향 중 어떤 정보를 원하시는지 알려주시면 도움을 드리겠습니다."
2026-02-19 12:51:22,ibks,f4b22617-b661-40ec-b451-658b03e9dae9,YOr+rBA9vOIfxPFkuE/Ql9K3mIIk49jYzcBj/U3232smLxq65uEsP8IXjg4LHs0VoBhsnTMz+PtHMjunp6gqHA==,ETN,,"etf,market",comprehensive_analysis,519.0,KODEX 코스닥150레버리지(233740)를 종합적으로 분석해줘,"KODEX 코스닥150레버리지(233740)는 레버리지 ETN으로, 본 시스템에서는 ETN 및 인버스·레버리지 상품의 가격, 뉴스, 재무 데이터 조회와 분석을 지원하지 않습니다. 대신, 동일한 코스닥150 지수를 추종하는 일반 ETF나 관련 개별 주식 정보를 안내해 드릴 수 있습니다. 원하시면 코스닥150 관련 ETF나 주요 종목, 또는 시장 동향 중 어떤 정보를 원하시는지 알려주세요."
2026-02-19 12:50:04,ibks,5ab06351-19b0-402c-a6e7-fec1b404d1f5,a8sIf7ijfsd6NkpFRYih9sEhwLcl/hFrw27QtLoZo15xx1wvV83iwxJM+IRITUNbpyrfTVCV+sSzQ+1qzOjjiA==,AMBIGUOUS,,"market,stock",comprehensive_analysis,780.0,1Q 미국S 종합적으로 분석해줘,"- 1Q 미국S (0026S0): 1Q 미국S&P500 ETF로, 미국 S&P500 지수를 추종하는 상품입니다. - 1Q 미국S&P500미국채혼합50액티브 (0052S0): 미국 S&P500과 미국채를 50:50 비율로 혼합한 액티브 펀드입니다. - 미국 주식 심볼 'S' (SentinelOne, Inc.)는 나스닥100 또는 S&P500 지수 내에 포함되어 있지 않아 IBK 투자증권 챗봇에서는 분석 대상이 아닙니다.   미국 주식은 나스닥100, S&P500 지수 내 종목만 다루니 참고 바랍니다."
2026-02-19 12:49:01,ibks,5f1c00d8-a80c-4f37-8a68-a013c557dfc7,jbG15KOyAaV/NdA3AJ6/VFFpln6KfEoxDuQ6iCjEbsT1qcrPy2Ttxw8p7ZL67BjTfGtu82hRBVlLYy6DjeV29g==,SAFETY,,"market,stock",analyst,0.0,대창스틸  목표주가는,"죄송합니다. 저는 법률 및 내부 규정에 따라 특정 종목을 추천하거나 개인적인 투자 자문을 제공할 수 없습니다. 저의 역할은 객관적인 사실과 데이터를 기반으로 정보를 제공하여 투자자님의 현명한 판단을 돕는 것입니다. 특정 기업의 재무 정보, 최신 뉴스, 공시 등 궁금한 점이 있으시면 종목명을 말씀해 주세요."
2026-02-19 12:48:33,ibks,5f1c00d8-a80c-4f37-8a68-a013c557dfc7,jbG15KOyAaV/NdA3AJ6/VFFpln6KfEoxDuQ6iCjEbsT1qcrPy2Ttxw8p7ZL67BjTfGtu82hRBVlLYy6DjeV29g==,SAFETY,,"market,stock",other,0.0,한온시스템 사도될까,"죄송합니다. 저는 법률 및 내부 규정에 따라 특정 종목을 추천하거나 개인적인 투자 자문을 제공할 수 없습니다. 저의 역할은 객관적인 사실과 데이터를 기반으로 정보를 제공하여 투자자님의 현명한 판단을 돕는 것입니다. 특정 기업의 재무 정보, 최신 뉴스, 공시 등 궁금한 점이 있으시면 종목명을 말씀해 주세요."
2026-02-19 11:59:16,ibks,340c8231-df51-401e-91a8-845db7fde11d,EL9fG1iwDzv2zfcffYBAp2Sr7UxzEjC1Wne5dVPkUmgVgsRQAe6Av7dnJe95u5RT95Q+9tmiNELiRa9LqlTVGQ==,AMBIGUOUS,,"market,stock",simple_name,470.0,애너토크목표가,"- 에너토크(019990, KOSDAQ): '애너토크'가 아닌 '에너토크'가 정확한 종목명입니다.   - 현재 목표가 정보는 제공되지 않으니, 추가 문의나 공식 리포트 확인을 권장드립니다."
2026-02-19 11:54:43,ibks,a537d52f-ec6e-4f87-bc61-e560c50b6d00,/jykcaNDq3+AlBcITe21ud9XJ2lPZA/GpMX139LHBbrrYsFHz1cd9b+E19UBWFCJjFBHG2OdxMlj5kiHOwfsYg==,AMBIGUOUS,,"market,stock",comprehensive_analysis,480.0,네오이뮨텍(950220)를 종합적으로 분석해줘,"- 네오이뮨텍(950220): 해당 종목은 제공된 데이터에 없습니다.   - 참고로, 데이터에 있는 종목은 다음과 같습니다.     - 이뮨온시아(424870)     - 네오오토(212560)"
2026-02-19 11:44:34,ibks,e76a9f36-06af-4faa-b783-6acc331a0da7,jEPB8Cfux95XxwBKRehd8Tv1a+Zph1jsZiq+oqW8KBYUFEWx99AhDdR0ULBHGvuA821WbkFrVWgHjgd+bZtayA==,AMBIGUOUS,,"market,stock",simple_name,330.0,만도목표가,- 만도(204320.KQ): 현재 목표주가에 대한 구체적인 정보가 필요합니다. 최신 목표주가는 증권사 리포트나 IBK 투자증권 홈페이지에서 확인하시는 것을 권장드립니다.
2026-02-19 11:43:39,ibks,e76a9f36-06af-4faa-b783-6acc331a0da7,jEPB8Cfux95XxwBKRehd8Tv1a+Zph1jsZiq+oqW8KBYUFEWx99AhDdR0ULBHGvuA821WbkFrVWgHjgd+bZtayA==,AMBIGUOUS,,"market,stock",simple_name,354.0,기아차목표가,"- 기아(000270.KQ): 현재 목표가는 증권사별로 다르지만, 최근 리포트 기준으로 9만~11만원 사이에서 제시되고 있습니다.   - 참고로, 목표가는 시장 상황과 기업 실적에 따라 변동될 수 있으니, 최신 리포트를 확인하는 것이 좋습니다."
2026-02-19 10:45:12,ibks,356c5b24-5b6d-472c-96bb-baefa759c5cf,IDH8l8kXBmsRgKTZa+8pMJwLMWvy51RgUMYDdvi0+/tVUN+S2qh7gjAa4RGFqv9xqPJgkMU/Hikjd673nOTykA==,AMBIGUOUS,,"market,stock",other,513.0,진흥 기업,"- 진흥기업(002780, 002780.KR) - 진흥기업우B(002785, 002785.KR) - 진흥기업2우B(002787, 002787.KR)"
2026-02-19 10:29:00,ibks,36a18330-6a3b-4ff7-bd76-39c1cf794cee,GUZxAbQkw4J+N0+7C7Pm/AfuyKvUaoF0DyNsyieMlhY91Ush3cEW89Jevc6KmYtq79UlyWh4bhgR4SLQDkcl/w==,AMBIGUOUS,,"market,stock",comprehensive_analysis,640.0,SK증권(001510)를 종합적으로 분석해줘,"- SK증권(001510): KOSPI 시장에 상장된 활발히 거래 중인 증권사입니다.   - 재무, 수익성, 성장성, 배당 등 구체적 분석이 필요하면 추가 정보 요청 바랍니다."
2026-02-19 10:16:21,ibks,85789830-bc5b-4632-8f85-55fd71dda842,SIQ4pQyxbCVpF+SlfkukqDBuOofebrVAjpaPMInLulTT4WDiEuIHpHJ3ReCsknu7mQlh6gyqj6LAQpXY9lzZAg==,ETN,,"etf,market",comprehensive_analysis,516.0,KODEX 코스닥150레버리지(233740)를 종합적으로 분석해줘,"KODEX 코스닥150레버리지(233740)는 레버리지 ETN으로, 본 시스템에서는 ETN 및 인버스·레버리지 상품의 가격, 뉴스, 재무 데이터 조회를 지원하지 않습니다. 대신 동일한 코스닥150 지수를 추종하는 일반 ETF나 관련 개별 주식 정보를 안내해 드릴 수 있습니다. 원하시면 코스닥150 관련 ETF나 주요 종목, 또는 시장 동향 중 어떤 정보를 원하시는지 알려주세요."
2026-02-19 08:45:27,ibks,4609c7ca-3bb9-48ca-b088-b20ec4a1b8ff,jWEWeaM7ZzjNq4zJe8Wwgu2a6NYe3H1+7cgNJQcUMvmr+HJWEB0Ph9d/u+0MftbaJfS/1nDSlS8UA6JSkXLLwg==,SAFETY,,"market,stock",other,0.0,광동제약 오늘 상한가갔는데 지금 들어가도 될까,"죄송합니다. 저는 법률 및 내부 규정에 따라 특정 종목을 추천하거나 개인적인 투자 자문을 제공할 수 없습니다. 저의 역할은 객관적인 사실과 데이터를 기반으로 정보를 제공하여 투자자님의 현명한 판단을 돕는 것입니다. 특정 기업의 재무 정보, 최신 뉴스, 공시 등 궁금한 점이 있으시면 종목명을 말씀해 주세요."
2026-02-19 08:00:04,ibks,68dff018-9104-4d46-b4a8-8f8092d52193,H3m6JGXXyk2sdEEdDvlu0kVVC1b4EBKgA7V+TUCFapKIkDFqYNtbT3MMDFH5/u+ZOtM4RvRoHygAOlraoxsTBQ==,AMBIGUOUS,,"market,stock",simple_name,379.0,파트로,"- 파트론(091700, KR) : ""파트로""는 ""파트론""의 오타로 보입니다. 파트론은 KOSDAQ 시장에서 거래 중인 종목입니다."
2026-02-19 07:08:28,ibks,2f23c605-9d26-46cd-84c5-6390a683dd1b,Lr1MGNHjoXx3D5oJL6qVZ9EY4OkopN9KmzjZoEznAHGphBN3CsWbe6VxG+lPacGL/lb7cJvNHltgEpmiI/5qIg==,UNSUPPORTED,,"market,stock",other,1761.0,정부1000원 밑동전주 상폐관련하여 상장폐지가능성,"죄송합니다. 저는 금융 및 투자 정보 제공을 위한 금융 전문 챗봇으로, 요청하신 질문에는 답변을 드리기 어렵습니다. 종목명이나 시장 상황 등 다른 금융 관련 질문이 있으시면 말씀해 주세요."
2026-02-19 07:02:21,ibks,7f6ef91d-f398-449d-9301-280d4198d80a,rMMP0QP3tHy8Fagih6oO9XjfxA2p0ERhGGJ/sd0Jvuk8b8Ha83wsIV1spQT6jPp40A0eXsOFux2kH58CICFnpg==,UNSUPPORTED,,market,trading,967.0,신용매수결제기간,"죄송합니다. 저는 금융 및 투자 정보 제공을 위한 금융 전문 챗봇으로, 요청하신 질문에는 답변을 드리기 어렵습니다. 종목명이나 시장 상황 등 다른 금융 관련 질문이 있으시면 말씀해 주세요."
2026-02-19 06:50:23,ibks,b1fadcf4-f9dd-4da3-90ba-e9911f316bca,WIZ8bPYw/jfvHY5eWPF1WOqUOr/9A8rrzrIRqo9OtLJlLqR51GG2FMXBdHEuwS5qNAO/w2JAF1GYPjW5UBL0uQ==,SAFETY,,market,trading,0.0,내일상승종목은,"죄송합니다. 저는 법률 및 내부 규정에 따라 특정 종목을 추천하거나 개인적인 투자 자문을 제공할 수 없습니다. 저의 역할은 객관적인 사실과 데이터를 기반으로 정보를 제공하여 투자자님의 현명한 판단을 돕는 것입니다. 특정 기업의 재무 정보, 최신 뉴스, 공시 등 궁금한 점이 있으시면 종목명을 말씀해 주세요."
2026-02-19 06:50:17,ibks,6ae2d450-4b39-4c3f-b2f6-9bbf74a68ca6,S3ZIl/oGLiU8ikIlekOpKgq/3eyYsFUhTcQdzW69urmRWomP5pmi6XeEemdnpkGYSbZ7o7WOQ0xHpALwGNrqJA==,AMBIGUOUS,,"market,stock",simple_name,450.0,노로공업,"- 노로공업: 해당 종목은 데이터에 없습니다.   - 참고로, 확인된 종목은 현대공업(170030)과 대양전기공업(108380)입니다."
2026-02-19 06:34:05,ibks,7b559b02-f29d-4765-984e-247189515e8f,q1mCQ1t0RRNWZ+Z4LlVdQhzhIupBtzcO3JzDjj/S/rgjRG5oScMMre9fhIFlwIwcwZSefW4qGlOvFaXaUlY2UQ==,UNSUPPORTED,,market,brokerage,1119.0,증거금 부족이라고 뜨는데 엌덯게 해?,죄송합니다. 입력하신 내용을 정확히 이해하지 못했습니다. 확인 후 다시 질문해 주시겠어요?
2026-02-19 06:33:47,ibks,7b559b02-f29d-4765-984e-247189515e8f,q1mCQ1t0RRNWZ+Z4LlVdQhzhIupBtzcO3JzDjj/S/rgjRG5oScMMre9fhIFlwIwcwZSefW4qGlOvFaXaUlY2UQ==,AMBIGUOUS,,"etf,market",comprehensive_analysis,809.0,TIGER 미국S 종합적으로 분석해줘,"- TIGER미국S&P500선물(H) (143850) - TIGER미국S&P500배당귀족 (429000) - TIGER미국S&P500레버리지(합성H) (225040) - TIGER미국S&P500타겟데일리커버드콜 (482730) - TIGER미국S&P500 (360750) 위 종목들은 모두 KOSPI 시장에서 거래되는 TIGER 미국 S&P500 관련 ETF입니다. 미국 주식 중에서는 나스닥100, S&P500 지수 내 종목만 다루고 있으니 참고하세요."
2026-02-19 06:27:49,ibks,a4062492-f6ca-4820-94e9-09196717a484,UUgLls530Ae9Jhj0NlZsvsUlkbh47+4+EghbfjUTvLi0O1rA9nlaR+2xIzttdrowZe8AFSox2tzKTEn+rSq2gQ==,UNSUPPORTED,,market,other,969.0,Sk증권은 거래 안되나요?,"죄송합니다. 저는 금융 및 투자 정보 제공을 위한 금융 전문 챗봇으로, 요청하신 질문에는 답변을 드리기 어렵습니다. 종목명이나 시장 상황 등 다른 금융 관련 질문이 있으시면 말씀해 주세요."
2026-02-19 06:26:31,ibks,8ae21cc3-e6a4-4bd3-9270-9b8917bf3178,gWYD5BZ22SqqseH+cEtMYAQP2zgTbyFLRDq3vckRa43Fhmx6LB+DHZG94gaVadmOh9U08UhOpPerWUwMxkynkQ==,AMBIGUOUS,,"market,stock",simple_name,574.0,Oci,"- OCI(456040, KOSPI) - OCI홀딩스(010060, KOSPI) - 미국 주식 중 ClearShares OCIO ETF(OCIO)는 나스닥100, S&P500 지수 내 종목이 아니므로 IBK 투자증권 챗봇에서 다루지 않습니다."
2026-02-19 05:59:19,ibks,108bd35c-8abb-42ae-9dfb-3a82ba14f240,CuAl70gryXKz+tcW+qrEfbVBPshmFIPi4dh8/8hdu0KUMZZksqGcjSaF7ue22u9sa1FRaMc3cJyD4em260q8UA==,AMBIGUOUS,,"market,stock",comprehensive_analysis,516.0,크리스탈신소재(900250)를 종합적으로 분석해줘,- 크리스탈신소재(900250): 해당 종목은 제공된 데이터에 없습니다. 다른 종목에 대해 궁금하시면 알려주세요.
2026-02-19 05:43:21,ibks,56d6c90a-3470-4cd6-ab27-dbb4af50f5a6,EIwcLj2C7e7ed4cv5ljDzgvDJU7vkJxYgdGarV0wHbJoF56kyWr/jbiAzIHyb3Ym43C/mArUN0zM0Jl9XKW6gA==,ETN,,"etf,market",comprehensive_analysis,516.0,KODEX 코스닥150레버리지(233740)를 종합적으로 분석해줘,"KODEX 코스닥150레버리지(233740)는 레버리지 ETN으로, 본 시스템에서는 ETN 및 인버스·레버리지 상품의 가격, 뉴스, 재무 데이터 조회를 지원하지 않습니다. 대신 동일한 코스닥150 지수를 추종하는 일반 ETF나 관련 개별 주식 정보를 제공해 드릴 수 있습니다. 원하시면 코스닥150 관련 ETF나 주요 종목, 또는 시장 동향 중 어떤 정보를 원하시는지 알려주세요."
